Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,conversion_line,base_line,leading_span_A,leading_span_B,lagging_span
2018-01-30 00:00:00-05:00,39.35061521053371,39.78802829828262,39.15330304404588,39.69293975830078,184192800,0.0,0.0,-0.005893976072130935,-0.05232982013670662,,,,41.301143392979455,,,,42.23454284667969
2018-01-31 00:00:00-05:00,39.669166460998504,40.0423964227162,39.58120937870123,39.80229187011719,129915600,0.0,0.0,0.0027549511949045424,-0.049719035042316784,,,,41.239337799277095,,,,42.96018600463867
2018-02-01 00:00:00-05:00,39.740485659642985,40.08518616547124,39.64301754435359,39.885498046875,188923200,0.0,0.0,0.00209048707620485,-0.04773248496630922,,,,41.22270029158901,,,,43.37550735473633
2018-02-02 00:00:00-05:00,39.46234102338274,39.6525217056009,38.05976529338911,38.15485382080078,346375200,0.0,0.0,-0.04339031254016934,-0.08905167006547143,,,,41.154946995248146,,,,42.95779037475586
2018-02-05 00:00:00-05:00,37.82203845583581,38.95836335032882,37.085089709371225,37.201576232910156,290954000,0.0,0.0,-0.024984438215064797,-0.11181120233183717,,,,40.55349588505776,,,,42.592586517333984
2018-02-06 00:00:00-05:00,36.806957835720624,38.9203326908822,36.609645673749995,38.75630187988281,272975200,0.0,0.0,0.04179192938597254,-0.07469207881827744,,,,40.255152111480655,,,,42.64270782470703
2018-02-07 00:00:00-05:00,38.770556114223844,38.84425025862637,37.81490455292132,37.926631927490234,206434400,0.0,0.0,-0.021407356020808455,-0.09450047491588875,,,,39.866474897673356,,,,42.492332458496094
2018-02-08 00:00:00-05:00,38.10492833226988,38.27371463260395,36.85449647684315,36.88302230834961,217562000,0.0,0.0,-0.027516538276740277,-0.11941668725743582,,,,39.36249237628403,,,,41.843082427978516
2018-02-09 00:00:00-05:00,37.491691232044325,37.68741853768045,35.86140977903827,37.33415222167969,282690400,0.1575,0.0,0.012231370562817201,-0.10864594644784842,,,,38.88630235157585,,,,41.828773498535156
2018-02-12 00:00:00-05:00,37.83302474557041,39.11958613539488,37.596716213575924,38.837928771972656,243278000,0.0,0.0,0.04027884552899352,-0.07274323421317908,40.04668216705322,43.808707038344856,36.28465729576158,38.88630235157585,,,,40.88114929199219
2018-02-13 00:00:00-05:00,38.656518478845264,39.324862855200465,38.58490950241723,39.22699737548828,130196800,0.0,0.0,0.010017748521038428,-0.06345420911909527,39.9137939453125,43.59267473346051,36.234913157164485,38.88630235157585,,,,40.30351638793945
2018-02-14 00:00:00-05:00,38.91669120501275,39.99081484113935,38.878502910454415,39.95023727416992,162579600,0.0,0.0,0.01843729948939621,-0.04618683388709055,39.782478713989256,43.251071127789686,36.31388630018883,38.8391166894099,,,,39.370216369628906
2018-02-15 00:00:00-05:00,40.52788931006671,41.315580950875834,40.339322482090395,41.29171371459961,204588800,0.0,0.0,0.03357868518335505,-0.014159041858446075,39.71633605957031,43.01061622774983,36.42205589139079,39.50149974427814,,,,41.23918914794922
2018-02-16 00:00:00-05:00,41.14132857983095,41.728517859045425,41.000499889229296,41.15803527832031,160704400,0.0,0.0,-0.003237415555170653,-0.01735061871125787,39.6530179977417,42.77928489432526,36.52675110115814,39.707968198362934,,,,40.18177032470703
2018-02-20 00:00:00-05:00,41.06733420719554,41.594846302928765,40.916955708993235,41.019596099853516,135722000,0.0,0.0,-0.003363600267375255,-0.020655858432896856,39.60013198852539,42.592040763069704,36.60822321398108,39.707968198362934,,,,39.7378044128418
2018-02-21 00:00:00-05:00,41.253512585669306,41.561426453059816,40.81908746121052,40.833412170410156,149886400,0.0,0.0,-0.0045389020650065115,-0.025101005579407865,39.53746109008789,42.36463091002158,36.710291270154194,39.707968198362934,40.25083851267837,,,40.04810333251953
2018-02-22 00:00:00-05:00,41.00765846451016,41.52084946475275,40.98617686368525,41.17474365234375,123967600,0.0,0.0,0.008359122194077528,-0.01695170575816285,39.52537651062012,42.3218864765181,36.72886654472214,39.707968198362934,40.25083851267837,,,39.785545349121094
2018-02-23 00:00:00-05:00,41.45402018212649,41.926633665833,41.42298877144702,41.890830993652344,135249600,0.0,0.0,0.017391421968642407,0.0001449019425510123,39.586062622070315,42.53032817860967,36.64179706553096,40.523109900613946,40.25083851267837,,,40.19370651245117
2018-02-26 00:00:00-05:00,42.0937195593801,42.81934825470182,42.060302520296545,42.71909713745117,152648800,0.0,0.0,0.019772015120070874,0.019919782066020852,39.683406829833984,42.89752923631133,36.46928442335664,41.07210555495114,40.25338339619114,,,40.962303161621094
2018-02-27 00:00:00-05:00,42.75012478285673,43.07952024134684,42.52575169353879,42.580650329589844,155712400,0.0,0.0,-0.003240864557972012,0.01661436019234852,39.81602554321289,43.27211014693658,36.35994093948919,41.5351675412431,40.38346938951365,,,41.2463493347168
2018-02-28 00:00:00-05:00,42.788316044907226,43.112940265147124,42.49949813584752,42.516204833984375,151128400,0.0,0.0,-0.0015134925161226498,0.015075721966414601,39.95718879699707,43.60890534763213,36.305472246362015,42.21426060801148,40.40017940141379,,,40.19132614135742
2018-03-01 00:00:00-05:00,42.61644855220702,42.91243058587491,41.21292953841321,41.7714729309082,195208000,0.0,0.0,-0.01751642476049242,-0.002704775543612592,40.05564785003662,43.79148961500528,36.31980608506796,42.31689486494994,40.40017940141379,,,40.58994674682617
2018-03-02 00:00:00-05:00,41.24635845363477,42.08178815292987,41.162814026831484,42.060306549072266,153816000,0.0,0.0,0.006914614158849641,0.004191136135966778,40.164388275146486,44.00045063765195,36.32832591264102,42.31689486494994,40.40017940141379,,,41.35376739501953
2018-03-05 00:00:00-05:00,41.82160814557124,42.42550411898628,41.65690858151548,42.20590591430664,113605600,0.0,0.0,0.003461681028513297,0.007667325540929859,40.366940879821776,44.18474973218051,36.549132027463045,42.31689486494994,40.40017940141379,,,41.16042709350586
2018-03-06 00:00:00-05:00,42.46607942445711,42.547234565774005,42.041204105581734,42.17009735107422,95154000,0.0,0.0,-0.000848425414801568,0.006812394972275815,40.61536693572998,44.21504042045272,37.01569345100724,42.31689486494994,40.40017940141379,,,41.566184997558594
2018-03-07 00:00:00-05:00,41.7571667711279,41.97437938202726,41.59724208331174,41.778648376464844,126814000,0.0,0.0,-0.009282619657016378,-0.0025334615562215834,40.76648426055908,44.293539596177936,37.23942892494023,42.51978696549006,40.40017940141379,,,41.707027435302734
2018-03-08 00:00:00-05:00,41.88604779037559,42.27750604478345,41.788185958411354,42.23454284667969,95096400,0.0,0.0,0.010912140242230972,0.008351033198209512,40.981879806518556,44.30718503499767,37.65657457803944,42.54365982358719,40.40017940141379,,,41.96720504760742
2018-03-09 00:00:00-05:00,42.47802628792193,42.96496090899588,42.34196883012804,42.96018600463867,128740800,0.0,0.0,0.01718127175173234,0.025675786320727978,41.28573799133301,44.12804154968684,38.443434432979174,42.54365982358719,40.40017940141379,,,42.54484939575195
2018-03-12 00:00:00-04:00,43.03417277809855,43.53543202075838,43.01508044852403,43.37550735473633,128828400,0.0,0.0,0.009667587334300842,0.03559159656166133,41.58780574798584,43.91922343756179,39.25638805840989,42.754905701392815,40.61142527921942,,,42.44935989379883
2018-03-13 00:00:00-04:00,43.583167939147835,43.800380509531806,42.78354464921611,42.95779037475586,126774000,0.0,0.0,-0.009630250006398056,0.02561859058224769,41.793798828125,43.82221632416668,39.765381332083315,42.88737994577953,40.74389952360613,,,41.2463493347168
2018-03-14 00:00:00-04:00,43.04133270388761,43.08907080747795,42.442208030949764,42.592586517333984,117473600,0.0,0.0,-0.008501458157784691,0.01689933704856661,41.96207828521729,43.634458552905585,40.28969801752899,42.88737994577953,40.74389952360613,,,39.556400299072266
2018-03-15 00:00:00-04:00,42.60690515959762,43.022234285784855,42.504268424828254,42.64270782470703,90975200,0.0,0.0,0.0011767612974771247,0.01809598483183561,42.09670181274414,43.510516161272605,40.68288746421568,42.88737994577953,40.74389952360613,,,39.441829681396484
2018-03-16 00:00:00-04:00,42.642707292261605,42.754893831115126,42.39685261575715,42.492332458496094,157618800,0.0,0.0,-0.0035264028454546903,0.014505768253978646,42.15673274993897,43.52965875677265,40.78380674310529,42.88737994577953,40.74389952360613,,,38.8928337097168
2018-03-19 00:00:00-04:00,42.32524559857753,42.361048261812144,41.45162419381846,41.843082427978516,133787200,0.0,0.0,-0.015279227873681078,-0.000995096558337738,42.190985107421874,43.4942153808011,40.887754834042646,42.88737994577953,40.74389952360613,,,39.06229782104492
2018-03-20 00:00:00-04:00,41.82877349853516,42.20113587294305,41.75716450910645,41.828773498535156,78597600,0.0,0.0,-0.00034196642821393564,-0.0013367226969358548,42.23144397735596,43.431811319149325,41.03107663556259,43.00075819123742,41.459983322463344,,,39.198360443115234
2018-03-21 00:00:00-04:00,41.78102364157129,41.79295907785886,40.8787600194244,40.88114929199219,148219600,0.0,0.0,-0.022654840849592572,-0.0239612803065693,42.23383083343506,43.42308775498485,41.044573911885266,42.79666979369533,41.562621682366135,,,38.744834899902344
2018-03-22 00:00:00-04:00,40.57801325603298,41.21771195205606,40.24384283903352,40.30351638793945,165963200,0.0,0.0,-0.014129566170633101,-0.037752283981577595,42.190269470214844,43.580683283612444,40.79985565681724,42.50904623079393,41.89559767533558,,,39.44659423828125
2018-03-23 00:00:00-04:00,40.19371051487185,40.558912297911625,39.370216369628906,39.370216369628906,164115200,0.0,0.0,-0.023156788835175468,-0.06003485114854612,42.064238739013675,43.9240352814306,40.20444219659675,42.17964640372172,42.17964640372172,,,40.36318588256836
2018-03-26 00:00:00-04:00,40.117327375938835,41.317958654191585,39.728254747519046,41.23918914794922,150164800,0.0,0.0,0.04747174261816056,-0.01541306753222893,41.99024333953857,43.85776229774182,40.122724381335324,41.82399155269479,42.17964640372172,,,42.1462287902832
2018-03-27 00:00:00-04:00,41.45639614775394,41.80727682205771,39.84282508574232,40.18177032470703,163690400,0.0,0.0,-0.025641115770938305,-0.04065897505418803,41.870299339294434,43.875354775488056,39.86524390310081,41.79057329184824,42.17964640372172,,,42.22261428833008
2018-03-28 00:00:00-04:00,39.921599943604434,40.58278381449987,39.429890536017105,39.7378044128418,166674000,0.0,0.0,-0.011048938567852162,-0.0512586751044346,41.7313793182373,43.91708710818995,39.54567152828465,41.65690306451337,42.17964640372172,,,43.879146575927734
2018-03-29 00:00:00-04:00,40.05526386549052,40.995719378971465,39.83805131954774,40.04810333251953,153594000,0.0,0.0,0.007808657882906411,-0.04385027867894975,41.64521083831787,43.9516920678363,39.33872960879945,41.45998027986188,42.17964640372172,39.97940335552065,,44.19661331176758
2018-04-02 00:00:00-04:00,39.775999184200195,40.32499654285033,39.258033235365424,39.785545349121094,150347200,0.0,0.0,-0.006556065370147968,-0.05011885875557931,41.531472778320314,43.967032011944106,39.09591354469652,41.263066207896685,42.06268852619107,39.97940335552065,,44.40904998779297
2018-04-03 00:00:00-04:00,40.01468590556476,40.279636549444,39.355891383408824,40.19370651245117,121112000,0.0,0.0,0.010259031508766059,-0.04037399819797016,41.43086280822754,43.91297686426625,38.94874875218883,41.043456685750854,42.040008529487906,40.38697420664616,,44.72173309326172
2018-04-04 00:00:00-04:00,39.35589255450382,41.05777936459479,39.3296360523585,40.962303161621094,138422000,0.0,0.0,0.01912231331369818,-0.022023729127540248,41.370473098754886,43.83624744516154,38.90469875234823,41.043456685750854,42.040008529487906,40.662744475571145,,45.36143112182617
2018-04-05 00:00:00-04:00,41.19383633099615,41.58768021671738,41.07448925748261,41.2463493347168,107732800,0.0,0.0,0.006934331108652936,-0.015242117848904946,41.34385814666748,43.80284321520398,38.88487307813098,41.043456685750854,42.040008529487906,40.959318465378374,,45.18891525268555
2018-04-06 00:00:00-04:00,40.809543177243185,41.16997006841794,40.14835929614689,40.19132614135742,140021200,0.0,0.0,-0.025578583568640068,-0.04043082963238376,41.24169731140137,43.71405989573183,38.769334727070905,41.043456685750854,42.040008529487906,41.30722000471263,,45.08348083496094
2018-04-09 00:00:00-04:00,40.5493691725791,41.31557546414694,40.54220863842868,40.58994674682617,116070800,0.0,0.0,0.009918075459037112,-0.03091375019251208,41.123185348510745,43.477874402915596,38.768496294105894,41.043456685750854,42.040008529487906,41.35853713318186,,44.67374801635742
2018-04-10 00:00:00-04:00,41.294093848994976,41.53278803309321,40.943213106995834,41.35376739501953,113634400,0.0,0.0,0.01881797611013325,-0.012677508294976159,41.0220983505249,43.14065701008427,38.90353969096553,40.93365838308069,42.040008529487906,41.35853713318186,,45.090667724609375
2018-04-11 00:00:00-04:00,41.110299710573265,41.51369347821709,40.98379208005808,41.16042709350586,89726400,0.0,0.0,-0.004675276611846413,-0.017293514048794534,40.932230186462405,42.85626666846048,39.00819370446433,40.93365838308069,42.040008529487906,41.35853713318186,,44.805538177490234
2018-04-12 00:00:00-04:00,41.39193934713556,41.77146204242581,41.30362006499037,41.566184997558594,91557200,0.0,0.0,0.009857961462133469,-0.007606031381698908,40.880910110473636,42.673989363216975,39.087830857730296,41.02554929593491,42.040008529487906,41.35853713318186,,44.64259719848633
2018-04-13 00:00:00-04:00,41.71896287113233,41.971978085111736,41.49697906187315,41.707027435302734,100497200,0.0,0.0,0.0033883898113915567,-0.004243413769546178,40.83412609100342,42.482364055780735,39.185888126226104,41.12580731727787,42.040008529487906,41.459983183451925,,44.95887756347656
2018-04-16 00:00:00-04:00,41.77863463916147,42.055520713076525,41.73089654004799,41.96720504760742,86313600,0.0,0.0,0.006238219990822413,0.001968334872669786,40.80786972045898,42.362712232572754,39.25302720834521,41.556650038835656,42.040008529487906,41.471919612500486,,44.84627151489258
2018-04-17 00:00:00-04:00,42.127134605873195,42.71193458326667,42.108038635559524,42.54484939575195,106421600,0.0,0.0,0.01376418437895155,0.015759611775728377,40.84295806884766,42.518040943935596,39.16787519375972,41.940952325842304,42.040008529487906,41.471919612500486,,45.13380432128906
2018-04-18 00:00:00-04:00,42.44219936183206,42.68328274532363,42.220215586496,42.44935989379883,83018000,0.0,0.0,-0.0022444432947660298,0.013479796925984111,40.87398738861084,42.64239637681344,39.10557840040825,41.940952325842304,42.040008529487906,41.683165490306116,,45.08348083496094
2018-04-19 00:00:00-04:00,41.475493676239964,41.86456630139288,41.21293229982035,41.2463493347168,139235200,0.0,0.0,-0.02833989869556952,-0.015242117848904613,40.89224739074707,42.668182617363804,39.11631216413034,42.01375502370681,41.68435367846098,41.81563973469283,,45.1865234375
2018-04-20 00:00:00-04:00,40.72122907763881,40.86921830560338,39.48717694637748,39.556400299072266,261964400,0.0,0.0,-0.040972087539929536,-0.05558970400203489,40.85489158630371,42.70935319486727,39.00042997774015,41.790576444435025,41.65093541761443,41.81563973469283,,45.02357864379883
2018-04-23 00:00:00-04:00,39.82135257336178,39.84283417656336,39.16732917470038,39.441829681396484,146062000,0.0,0.0,-0.002896386344802715,-0.05832508108725454,40.85847225189209,42.70157245240445,39.01537205137973,41.27738437991501,41.29886400383924,41.81563973469283,,44.927738189697266
2018-04-24 00:00:00-04:00,39.54446785890368,39.702006905752874,38.48227939245286,38.8928337097168,134768000,0.0,0.0,-0.013919130428643234,-0.07143237710498307,40.741154479980466,42.764335616843525,38.71797334311741,41.206970744509775,41.206970744509775,41.81563973469283,,44.77676773071289
2018-04-25 00:00:00-04:00,38.816443127657905,39.484787503990624,38.76631939368866,39.06229782104492,113528400,0.0,0.0,0.0043572065895982615,-0.06738641613961727,40.685180854797366,42.82695777910487,38.54340393048986,41.09836104362864,41.09836104362864,41.81563973469283,,45.58427810668945
2018-04-26 00:00:00-04:00,39.174489567077124,39.558787361310976,38.9954689233443,39.198360443115234,111852000,0.0,0.0,0.0034832211533908364,-0.06413791677637515,40.65820865631103,42.86042665810519,38.455990654516874,41.09836104362864,41.09836104362864,42.230370756850384,,45.96525955200195
2018-04-27 00:00:00-04:00,39.145839310444146,39.22460881441134,38.34144121694169,38.744834899902344,142623200,0.0,0.0,-0.011570013084374997,-0.07496585332444294,40.593045234680176,42.93773026709154,38.24836020226881,40.968271698839004,40.968271698839004,42.17964573803073,,46.31990051269531
2018-04-30 00:00:00-04:00,38.69948401939657,39.92398254215959,38.630260675711334,39.44659423828125,169709600,0.0,0.0,0.018112332655227714,-0.05821132714241051,40.576097679138186,42.948922005705434,38.20327335257094,40.95394577986748,40.968271698839004,42.202321953064754,,46.48043441772461
2018-05-01 00:00:00-04:00,39.72109797808551,40.387053114422756,39.44898676809403,40.36318588256836,214277600,0.0,0.0,0.02323626822509306,-0.036327672928537114,40.58457164764404,42.953032264595706,38.216111030692375,40.544587557902105,40.968271698839004,42.17964640372172,,46.355838775634766
2018-05-02 00:00:00-04:00,41.82637585381256,42.42788614556108,41.485044959652036,42.1462287902832,266157600,0.0,0.0,0.04417497947021287,0.006242532335857032,40.64376792907715,43.105409874571045,38.182125983583255,40.82624747998621,40.968271698839004,42.001818978208256,,45.934104919433594
2018-05-03 00:00:00-04:00,41.981534472384524,42.368217887037694,41.63781426283317,42.22261428833008,136272800,0.0,0.0,0.001812392240998939,0.008066238494025768,40.69258117675781,43.23829107923908,38.14687127427654,40.82624747998621,40.968271698839004,41.98510984778498,,45.82148742675781
2018-05-04 00:00:00-04:00,42.54723276534194,43.979397683109404,42.528136796042986,43.879146575927734,224805200,0.0,0.0,0.039233295131502643,0.04761599874096567,40.87697219848633,43.76581635941915,37.98812803755351,41.60200324876037,41.60200324876037,41.918274734117546,,46.07309341430664
2018-05-07 00:00:00-04:00,44.20138457278651,44.795734366202886,44.09874782811958,44.19661331176758,169805600,0.0,0.0,0.007235025305027509,0.0551955270018083,41.0573055267334,44.28614285207777,37.828468201389036,42.01017159030711,42.01017159030711,41.8198133417918,40.74389952360613,45.69450378417969
2018-05-08 00:00:00-04:00,44.15603475643373,44.449627558653994,43.84095671137089,44.40904998779297,113611200,0.0,0.0,0.004806627931575713,0.06026745929516886,41.21006965637207,44.757559732269954,37.66257958047419,42.01017159030711,42.01017159030711,41.662877367043876,40.74389952360613,45.71846389770508
2018-05-09 00:00:00-04:00,44.528391427465294,44.731279256061285,44.21092779217381,44.72173309326172,92844800,0.0,0.0,0.007040977133145221,0.06773277823108415,41.38813495635986,45.25457081445945,37.52169909826028,42.01017159030711,42.01017159030711,41.54173260761938,40.74389952360613,45.248817443847656
2018-05-10 00:00:00-04:00,44.812437533436025,45.440200622238244,44.79095229355389,45.36143112182617,111957200,0.0,0.0,0.014303963292979782,0.08300558869761288,41.577897262573245,45.8192747012823,37.33651982386419,42.68209158219892,42.332404718324796,41.54173260761938,40.74389952360613,45.224853515625
2018-05-11 00:00:00-04:00,45.404570580295946,45.541148997176855,44.915754762695194,45.18891525268555,104848800,0.1825,0.0,-0.003803139911465858,0.0788867669188964,41.75199165344238,46.27966083655475,37.224322470330016,42.9641010557998,42.3828789057941,41.54173260761938,40.74389952360613,44.49403381347656
2018-05-14 00:00:00-04:00,45.289549515761266,45.41415011853614,45.0139942169341,45.08348083496094,83115200,0.0,0.0,-0.0023331920479844337,0.07636951689364557,41.90780544281006,46.665568909330815,37.1500419762893,43.954683442107275,42.3828789057941,41.54173260761938,40.74389952360613,44.6881217956543
2018-05-15 00:00:00-04:00,44.75521610542905,44.82470638910625,44.352665319737206,44.67374801635742,94780800,0.0,0.0,-0.009088313746301924,0.0665871330171608,42.01425037384033,46.91886855541118,37.10963219226949,43.954683442107275,42.3828789057941,41.54173260761938,40.74389952360613,44.43892288208008
2018-05-16 00:00:00-04:00,44.58508449528585,45.157763167488426,44.56830972050905,45.090667724609375,76732400,0.0,0.0,0.009332543759240863,0.07654110410908666,42.14631576538086,47.231594793767314,37.06103673699441,44.76027334014313,42.3828789057941,41.4868334562843,40.74389952360613,44.30953598022461
2018-05-17 00:00:00-04:00,45.0475476224108,45.265597799567395,44.654579800038924,44.805538177490234,69176000,0.0,0.0,-0.006323471385710322,0.06973362724171195,42.324275207519534,47.52023633570407,37.128314079335,44.995388277915424,42.3828789057941,41.4868334562843,40.74389952360613,43.65058517456055
2018-05-18 00:00:00-04:00,44.853459224308345,45.00201911183088,44.599468323874795,44.64259719848633,73190800,0.0,0.0,-0.0036366258643839577,0.06584340626488339,42.57858505249023,47.70441931078758,37.45275079419289,44.995388277915424,42.3828789057941,41.53277891271141,40.74389952360613,44.19211959838867
2018-05-21 00:00:00-04:00,45.04753377378315,45.351845265041305,44.78635480120641,44.95887756347656,73603200,0.0,0.0,0.007084721428370688,0.07339460988453572,42.85443744659424,47.86668649518677,37.84218839800171,45.136214126619066,42.3828789057941,41.58290792338289,40.74389952360613,44.12742233276367
2018-05-22 00:00:00-04:00,45.13860163308881,45.25840893870272,44.75521679263279,44.84627151489258,60962800,0.0,0.0,-0.002504645460176369,0.07070613694791072,43.15210933685303,47.88426214525618,38.41995652844988,45.18292769314155,42.3828789057941,41.79832928416178,40.74389952360613,44.44850540161133
2018-05-23 00:00:00-04:00,44.652180311603146,45.16735021764188,44.510804924761224,45.13380432128906,80233600,0.0,0.0,0.0064115208842054905,0.07757099170579917,43.455684661865234,47.86393715600533,39.04743216772514,45.18292769314155,42.3828789057941,41.990480427665105,40.74389952360613,44.35505294799805
2018-05-24 00:00:00-04:00,45.23204435773306,45.24881547674854,44.61863163057716,45.08348083496094,92936000,0.0,0.0,-0.0011149843689198802,0.0763695168936458,43.74994068145752,47.7441429704117,39.75573839250333,45.1194282538212,42.3828789057941,41.990480427665105,40.74389952360613,44.85105895996094
2018-05-25 00:00:00-04:00,45.102656861796255,45.4429091680813,44.963679949725666,45.1865234375,69844000,0.0,0.0,0.0022855955358964675,0.07882966225643284,44.0720251083374,47.371473982202495,40.772576234472304,45.13380777859378,42.3828789057941,41.84905435108389,40.74389952360613,44.069915771484375
2018-05-29 00:00:00-04:00,44.951697193944455,45.2272525016619,44.77677591602313,45.02357864379883,90056400,0.0,0.0,-0.0036060484698839934,0.07493935020358755,44.35087432861328,46.886468656914424,41.815280000312136,45.22246413995609,42.3828789057941,41.720755931024726,40.74389952360613,44.42454147338867
2018-05-30 00:00:00-04:00,44.980453695004805,45.04754549153646,44.75521538255053,44.927738189697266,74762000,0.0,0.0,-0.0021286725086825387,0.07265115636030806,44.579101943969725,46.33145499235847,42.82674889558098,45.22246413995609,42.3828789057941,41.28812419187713,40.74389952360613,45.04035186767578
2018-05-31 00:00:00-04:00,44.860634281849805,45.10264364998581,44.60185014099534,44.77676773071289,109931200,0.0,0.0,-0.003360295110938716,0.06904673192384769,44.71062889099121,46.05671679859007,43.36454098339235,45.22246413995609,42.3828789057941,41.206970744509775,40.74389952360613,45.66574478149414
2018-06-01 00:00:00-04:00,45.04514531243743,45.58906776570957,44.987636498141704,45.58427810668945,93770000,0.0,0.0,0.01803413727477876,0.08832606744051597,44.87871208190918,45.653589340422066,44.10383482339629,45.31830662862302,42.406838290060456,41.09836104362864,40.74389952360613,45.61064147949219
2018-06-04 00:00:00-04:00,45.91973220251861,46.34624580889747,45.850245591778894,45.96525955200195,105064800,0.0,0.0,0.008357737824010725,0.09742201137922035,44.98301773071289,45.753165643342086,44.21286981808369,45.696895650216966,42.7854273116544,41.09836104362864,41.459983322463344,45.01877975463867
2018-06-05 00:00:00-04:00,46.26239534524065,46.470858889721534,46.09226736031992,46.31990051269531,86264000,0.0,0.0,0.007715412991242676,0.10588907542269133,45.08918209075928,45.97454903028347,44.20381515123509,45.759202190629,43.19742071594057,40.968271698839004,41.51249466197157,45.77357482910156
2018-06-06 00:00:00-04:00,46.39657150988145,46.504397337810246,45.986828976278076,46.48043441772461,83734400,0.0,0.0,0.0034657653244591913,0.10972182743298942,45.19275131225586,46.2117333266398,44.173769297871914,45.77597141467335,43.4457252261165,40.96110873935324,41.51249466197157,45.845458984375
2018-06-07 00:00:00-04:00,46.51877493687324,46.53315122683801,46.08746795678849,46.355838775634766,85388800,0.0,0.0,-0.0026806040789139063,0.1067471025759128,45.27445659637451,46.3880040664587,44.16090912629033,45.790348359187234,44.45068455693785,40.756429628370554,41.51249466197157,45.74481964111328
2018-06-08 00:00:00-04:00,45.807109510341505,46.005990010069844,45.47165062900911,45.934104919433594,106627200,0.0,0.0,-0.00909775051730577,0.09667819355092622,45.303090286254886,46.45336109675238,44.15281947575739,45.790348359187234,44.45068455693785,40.897259589412606,41.51249466197157,45.87421798706055
2018-06-11 00:00:00-04:00,45.850243657771514,45.99880350246939,45.57708322862152,45.82148742675781,73234000,0.0,0.0,-0.002451718453495677,0.09398944738625103,45.3347188949585,46.505520942859675,44.16391684705732,45.790348359187234,45.256274454973706,40.897259589412606,41.51249466197157,45.62261199951172
2018-06-12 00:00:00-04:00,45.8598365738746,46.152166668340335,45.80232775560595,46.07309341430664,67644400,0.0,0.0,0.005491004366695806,0.09999654821896797,45.38419952392578,46.59182018486513,44.17657886298643,45.817897438411904,45.491389392746,41.60200324876037,41.60200324876037,45.97724914550781
2018-06-13 00:00:00-04:00,46.10664119134254,46.216865516795764,45.632205304019216,45.69450378417969,86553600,0.0,0.0,-0.008217152400046834,0.09095770894272714,45.43523731231689,46.60366760707501,44.266807017558776,46.06110949627379,45.491389392746,42.01017159030711,42.01017159030711,45.87181091308594
2018-06-14 00:00:00-04:00,45.89817483782481,45.902968153305295,45.579486998598405,45.71846389770508,86440400,0.0,0.0,0.000524354387095638,0.09152975740354696,45.46662712097168,46.630009443204486,44.303244798738874,46.218059690071655,45.63221524144964,42.01017159030711,42.01017159030711,45.91255187988281
2018-06-15 00:00:00-04:00,45.53395938556099,45.565110451666,45.109840545524,45.248817443847656,246876800,0.0,0.0,-0.01027257728755393,0.08031693360895398,45.48879108428955,46.61693089420074,44.36065127437836,46.049130839252,45.67892880797213,42.01017159030711,42.01017159030711,46.24561309814453
